8125,8047,57728.1,107
7904,7755,55523.5,5
7755,7646,55249.3,42
7608,7495,55013.8,162
7495,7423,54629.5,48
8317,8219,59257.9,13
7301,7169,53474.5,226
7423,7301,53759.5,349
7169,7075,51273.7,133
7075,7028,49954.9,7
7028,6891,49135.6,125
6891,6749,49106.6,228
6716,6551,47018.3,2
6551,6459,45406.4,10
6459,6387,45402.7,63
6387,6258,45353.3,159
6258,6149,45002,124
6149,6083,44118.1,95
6083,6015,43359,379
5938,5835,40642.6,212
5835,5741,40589.8,95
2771,2672,14951.7,162
4423,4280,29414.4,2
2672,2574,12124.9,210
1079,982,4014.4,8
445,370,1886.34,107
4280,4225,29344.5,549
4516,4423,30380.6,12
4693,4617,31982.8,83
6749,6716,48376.6,265
2304,2235,9897.08,138
2235,2114,9700.52,28
2022,1945,8730.15,10
370,221,1794.2,128
1877,1689,8220.86,146
2114,2022,8877.94,84
2822,2771,15674.2,463
4120,4007,26070.6,23
1592,1573,5231.91,6
3380,3342,20548.8,156
3126,3059,17107.1,133
1400,1363,4690.34,21
8477,8317,59828.6,241
3524,3380,21389.1,175
144,70,348.601,141
221,144,1107.31,7
3879,3794,25178.7,126
5177,5080,35767.7,277
8001,7904,56047.7,50
5080,5026,35297.4,187
754,657,3530.34,245
1167,1079,4191.64,57
1689,1592,6085.46,76
5288,5177,36085.2,73
5026,4926,33602.4,27
835,754,3604.49,45
2392,2304,9910.08,30
2900,2822,15996.5,115
5437,5288,36164.9,47
8047,8001,56710,91
6015,5938,42722.9,8
554,445,1913.63,17
657,554,3235.02,7
1363,1192,4353.4,2
982,835,3678.02,15
1945,1877,8280.95,384
3342,3266,19505.6,255
4817,4693,32501.5,197
1192,1167,4207.87,28
1573,1400,4745.4,62
8219,8125,57814.1,168
3266,3126,18609.6,66
3059,2900,16736,52
3567,3524,22073.2,150
3678,3567,22839.7,115
3794,3678,23505.3,131
7646,7608,55225.2,62
5741,5629,39191.5,79
70,-1,313.601,0
4007,3879,25264.1,292
2574,2392,11176.1,3
4225,4120,29335.2,122
4617,4516,30803.8,176
4926,4817,32642.6,81
5492,5437,38128.9,14
5629,5492,38577.1,332
